"","Trial_Nr","Trial_Id","Exp_Subject_Id","OptionChosen","TargetWord","knowledge","StemType","Frequency","AffixInitialSegment","Stem_romanization","Affix_romanization","Word_romanization","Tensification","Nasalization","L_deletion","C_deletion","Lateralization","UR","JunctureType"
"1653",176,86,589028,"option_5","떫나",5,"lC","low","Sonorant","dvlp","na","dvlpna",NA,0,0,1,1,"lp-n","lC+Sonorant"
"1654",133,146,589028,"option_1","떫어",5,"lC","low","Vowel","dvlp","v","dvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"1655",142,26,589028,"option_1","막나",5,"C","high","Sonorant","mak","na","makna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1656",48,123,589028,"option_2","막다",5,"C","high","Obstruent","mak","ta","makta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1657",52,79,589028,"option_1","막아",5,"C","high","Vowel","mak","a","maka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"1658",152,3,589028,"option_1","맑아",5,"lC","high","Vowel","malk","a","malka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"1659",77,167,589028,"option_1","맑나",5,"lC","high","Sonorant","malk","na","malkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"1660",95,154,589028,"option_4","맑다",5,"lC","high","Obstruent","malk","ta","malkta",1,NA,1,0,NA,"lk-t","lC+Obstruent"
"1661",47,50,589028,"option_1","멁나",1,"lC","nonce","Sonorant","mvlk","na","mvlkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"1662",171,166,589028,"option_4","멁다",1,"lC","nonce","Obstruent","mvlk","ta","mvlkta",1,NA,1,0,NA,"lk-t","lC+Obstruent"
"1663",49,89,589028,"option_1","멁어",1,"lC","nonce","Vowel","mvlk","v","mvlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1664",74,108,589028,"option_1","묵나",5,"C","low","Sonorant","muk","na","mukna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1665",76,94,589028,"option_2","묵다",5,"C","low","Obstruent","muk","ta","mukta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1666",40,169,589028,"option_1","묵어",5,"C","low","Vowel","muk","v","mukv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1667",135,105,589028,"option_4","묽다",5,"lC","low","Obstruent","mulk","ta","mulkta",1,NA,1,0,NA,"lk-t","lC+Obstruent"
"1668",90,95,589028,"option_1","묽나",5,"lC","low","Sonorant","mulk","na","mulkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"1669",121,69,589028,"option_1","묽어",5,"lC","low","Vowel","mulk","v","mulkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1670",55,58,589028,"option_1","박아",5,"C","high","Vowel","pak","a","paka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"1671",117,178,589028,"option_2","박다",5,"C","high","Obstruent","pak","ta","pakta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1672",123,83,589028,"option_1","박나",5,"C","high","Sonorant","pak","na","pakna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1673",118,88,589028,"option_1","밝아",5,"lC","high","Vowel","palk","a","palka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"1674",172,100,589028,"option_1","밝나",5,"lC","high","Sonorant","palk","na","palkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"1675",166,115,589028,"option_4","밝다",5,"lC","high","Obstruent","palk","ta","palkta",1,NA,1,0,NA,"lk-t","lC+Obstruent"
"1676",94,37,589028,"option_4","밟다",5,"lC","high","Obstruent","palp","ta","palpta",1,NA,1,0,NA,"lp-t","lC+Obstruent"
"1677",56,159,589028,"option_1","밟아",5,"lC","high","Vowel","palp","a","palpa",0,NA,0,0,NA,"lp-a","lC+Vowel"
"1678",61,124,589028,"option_1","밟나",5,"lC","high","Sonorant","palp","na","palpna",NA,1,1,0,0,"lp-n","lC+Sonorant"
"1679",139,118,589028,"option_2","뱉다",5,"C","low","Obstruent","peT","ta","peTta",1,NA,NA,NA,NA,"T-t","C+Obstruent"
"1680",65,157,589028,"option_1","뱉나",5,"C","low","Sonorant","peT","na","peTna",NA,1,NA,NA,NA,"T-n","C+Sonorant"
"1681",109,9,589028,"option_1","뱉어",5,"C","low","Vowel","peT","v","peTv",0,NA,NA,NA,NA,"T-v","C+Vowel"
"1682",22,180,589028,"option_2","법다",1,"C","nonce","Obstruent","kvp","ta","kvpta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1683",66,85,589028,"option_1","법나",1,"C","nonce","Sonorant","kvp","na","kvpna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1684",173,16,589028,"option_1","법어",1,"C","nonce","Vowel","kvp","v","kvpv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1685",39,74,589028,"option_4","붉다",5,"lC","high","Obstruent","pulk","ta","pulkta",1,NA,1,0,NA,"lk-t","lC+Obstruent"
"1686",54,36,589028,"option_1","붉어",5,"lC","high","Vowel","pulk","v","pulkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1687",93,111,589028,"option_1","붉나",5,"lC","high","Sonorant","pulk","na","pulkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"1688",28,106,589028,"option_5","붍나",1,"lC","nonce","Sonorant","pulT","na","pulTna",NA,0,0,1,1,"lT-n","lC+Sonorant"
"1689",174,17,589028,"option_2","붍다",1,"lC","nonce","Obstruent","pulT","ta","pulTta",1,NA,0,0,NA,"lT-t","lC+Obstruent"
"1690",164,56,589028,"option_1","붍어",1,"lC","nonce","Vowel","pulT","v","pulTv",0,NA,0,0,NA,"lT-v","lC+Vowel"
"1691",14,137,589028,"option_1","뽑나",5,"C","high","Sonorant","p*op","na","p*opna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1692",92,55,589028,"option_1","뽑아",5,"C","high","Vowel","p*op","a","p*opa",0,NA,NA,NA,NA,"p-a","C+Vowel"
"1693",7,40,589028,"option_2","뽑다",5,"C","high","Obstruent","p*op","ta","p*opta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1694",89,158,589028,"option_2","속다",5,"C","low","Obstruent","sok","ta","sokta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1695",37,168,589028,"option_1","속나",5,"C","low","Sonorant","sok","na","sokna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1696",6,39,589028,"option_1","속아",5,"C","low","Vowel","sok","a","soka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"1697",134,5,589028,"option_1","숡어",1,"lC","nonce","Vowel","sulk","v","sulkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1698",60,151,589028,"option_1","숡나",1,"lC","nonce","Sonorant","sulk","na","sulkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"1699",111,10,589028,"option_4","숡다",1,"lC","nonce","Obstruent","sulk","ta","sulkta",1,NA,1,0,NA,"lk-t","lC+Obstruent"
"1700",71,103,589028,"option_1","식나",5,"C","low","Sonorant","sik","na","sikna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1701",50,101,589028,"option_2","식다",5,"C","low","Obstruent","sik","ta","sikta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1702",107,77,589028,"option_1","식어",5,"C","low","Vowel","sik","v","sikv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1703",79,57,589028,"option_2","썩다",5,"C","high","Obstruent","s*vk","ta","s*vkta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1704",113,7,589028,"option_1","썩어",5,"C","high","Vowel","s*vk","v","s*vkv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1705",100,73,589028,"option_1","썩나",5,"C","high","Sonorant","s*vk","na","s*vkna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1706",21,14,589028,"option_2","씹다",5,"C","high","Obstruent","s*ip","ta","s*ipta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1707",175,138,589028,"option_1","씹어",5,"C","high","Vowel","s*ip","v","s*ipv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1708",146,129,589028,"option_1","씹나",5,"C","high","Sonorant","s*ip","na","s*ipna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1709",34,48,589028,"option_1","앍나",1,"lC","nonce","Sonorant","alk","na","alkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"1710",131,130,589028,"option_4","앍다",1,"lC","nonce","Obstruent","alk","ta","alkta",1,NA,1,0,NA,"lk-t","lC+Obstruent"
"1711",158,19,589028,"option_1","앍아",1,"lC","nonce","Vowel","alk","a","alka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"1712",58,25,589028,"option_1","얇나",5,"lC","low","Sonorant","yalp","na","yalpna",NA,1,1,0,0,"lp-n","lC+Sonorant"
"1713",91,2,589028,"option_1","얇아",5,"lC","low","Vowel","yalp","a","yalpa",0,NA,0,0,NA,"lp-a","lC+Vowel"
"1714",137,102,589028,"option_3","얇다",5,"lC","low","Obstruent","yalp","ta","yalpta",1,NA,0,1,NA,"lp-t","lC+Obstruent"
"1715",46,34,589028,"option_2","얕다",5,"C","low","Obstruent","yaT","ta","yaTta",1,NA,NA,NA,NA,"T-t","C+Obstruent"
"1716",75,53,589028,"option_1","얕아",5,"C","low","Vowel","yaT","a","yaTa",0,NA,NA,NA,NA,"T-a","C+Vowel"
"1717",162,35,589028,"option_1","얕나",5,"C","low","Sonorant","yaT","na","yaTna",NA,1,NA,NA,NA,"T-n","C+Sonorant"
"1718",130,63,589028,"option_4","얽다",5,"lC","low","Obstruent","vlk","ta","vlkta",1,NA,1,0,NA,"lk-t","lC+Obstruent"
"1719",42,93,589028,"option_1","얽나",5,"lC","low","Sonorant","vlk","na","vlkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"1720",104,153,589028,"option_1","얽어",5,"lC","low","Vowel","vlk","v","vlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1721",119,131,589028,"option_1","업어",5,"C","low","Vowel","vp","v","vpv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1722",26,23,589028,"option_1","업나",5,"C","low","Sonorant","vp","na","vpna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1723",72,122,589028,"option_2","업다",5,"C","low","Obstruent","vp","ta","vpta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1724",157,49,589028,"option_2","엎다",5,"C","low","Obstruent","vP","ta","vPta",1,NA,NA,NA,NA,"P-t","C+Obstruent"
"1725",31,47,589028,"option_1","엎어",5,"C","low","Vowel","vP","v","vPv",0,NA,NA,NA,NA,"P-v","C+Vowel"
"1726",160,66,589028,"option_1","엎나",5,"C","low","Sonorant","vP","na","vPna",NA,1,NA,NA,NA,"P-n","C+Sonorant"
"1727",87,142,589028,"option_1","엷어",5,"lC","low","Vowel","yvlp","v","yvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"1728",51,90,589028,"option_4","엷다",5,"lC","low","Obstruent","yvlp","ta","yvlpta",1,NA,1,0,NA,"lp-t","lC+Obstruent"
"1729",33,134,589028,"option_1","엷나",5,"lC","low","Sonorant","yvlp","na","yvlpna",NA,1,1,0,0,"lp-n","lC+Sonorant"
"1730",69,160,589028,"option_2","옅다",5,"C","low","Obstruent","yvT","ta","yvTta",1,NA,NA,NA,NA,"T-t","C+Obstruent"
"1731",85,6,589028,"option_1","옅어",5,"C","low","Vowel","yvT","v","yvTv",0,NA,NA,NA,NA,"T-v","C+Vowel"
"1732",115,43,589028,"option_1","옅나",5,"C","low","Sonorant","yvT","na","yvTna",NA,1,NA,NA,NA,"T-n","C+Sonorant"
"1733",25,70,589028,"option_2","웁나",1,"C","nonce","Sonorant","up","na","upna",NA,0,NA,NA,NA,"p-n","C+Sonorant"
"1734",53,52,589028,"option_1","웁어",1,"C","nonce","Vowel","up","v","upv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1735",84,11,589028,"option_2","웁다",1,"C","nonce","Obstruent","up","ta","upta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1736",114,61,589028,"option_1","읊나",5,"lC","low","Sonorant","xlP","na","xlPna",NA,1,1,0,0,"lP-n","lC+Sonorant"
"1737",29,42,589028,"option_1","읊어",5,"lC","low","Vowel","xlP","v","xlPv",0,NA,0,0,NA,"lP-v","lC+Vowel"
"1738",136,30,589028,"option_4","읊다",5,"lC","low","Obstruent","xlP","ta","xlPta",1,NA,1,0,NA,"lP-t","lC+Obstruent"
"1739",159,175,589028,"option_1","익나",5,"C","low","Sonorant","ik","na","ikna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1740",98,110,589028,"option_2","익다",5,"C","low","Obstruent","ik","ta","ikta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1741",97,45,589028,"option_1","익어",5,"C","low","Vowel","ik","v","ikv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1742",122,13,589028,"option_4","읽다",5,"lC","high","Obstruent","ilk","ta","ilkta",1,NA,1,0,NA,"lk-t","lC+Obstruent"
"1743",13,121,589028,"option_1","읽어",5,"lC","high","Vowel","ilk","v","ilkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1744",80,87,589028,"option_1","읽나",5,"lC","high","Sonorant","ilk","na","ilkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"1745",101,67,589028,"option_1","입어",5,"C","high","Vowel","ip","v","ipv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1746",27,24,589028,"option_2","입다",5,"C","high","Obstruent","ip","ta","ipta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1747",62,132,589028,"option_1","입나",5,"C","high","Sonorant","ip","na","ipna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1748",167,12,589028,"option_1","작아",5,"C","high","Vowel","cak","a","caka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"1749",116,164,589028,"option_2","작다",5,"C","high","Obstruent","cak","ta","cakta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1750",126,109,589028,"option_2","작나",5,"C","high","Sonorant","cak","na","cakna",NA,0,NA,NA,NA,"k-n","C+Sonorant"
"1751",3,84,589028,"option_1","적어",5,"C","high","Vowel","cvk","v","cvkv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1752",132,96,589028,"option_1","적나",5,"C","high","Sonorant","cvk","na","cvkna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1753",125,165,589028,"option_2","적다",5,"C","high","Obstruent","cvk","ta","cvkta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1754",148,75,589028,"option_1","접어",5,"C","high","Vowel","cvp","v","cvpv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1755",38,140,589028,"option_1","접나",5,"C","high","Sonorant","cvp","na","cvpna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1756",103,78,589028,"option_2","접다",5,"C","high","Obstruent","cvp","ta","cvpta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1757",12,46,589028,"option_1","직어",1,"C","nonce","Vowel","cik","v","cikv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1758",36,128,589028,"option_1","직나",1,"C","nonce","Sonorant","cik","na","cikna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1759",151,27,589028,"option_2","직다",1,"C","nonce","Obstruent","cik","ta","cikta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1760",138,141,589028,"option_1","짉나",1,"lC","nonce","Sonorant","cilk","na","cilkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"1761",154,162,589028,"option_4","짉다",1,"lC","nonce","Obstruent","cilk","ta","cilkta",1,NA,1,0,NA,"lk-t","lC+Obstruent"
"1762",110,150,589028,"option_1","짉어",1,"lC","nonce","Vowel","cilk","v","cilkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1763",129,4,589028,"option_1","집어",5,"C","high","Vowel","cip","v","cipv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1764",8,149,589028,"option_1","집나",5,"C","high","Sonorant","cip","na","cipna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1765",17,170,589028,"option_2","집다",5,"C","high","Obstruent","cip","ta","cipta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1766",19,145,589028,"option_3","짧다",5,"lC","high","Obstruent","Jalp","ta","Jalpta",1,NA,0,1,NA,"lp-t","lC+Obstruent"
"1767",120,92,589028,"option_1","짧아",5,"lC","high","Vowel","Jalp","a","Jalpa",0,NA,0,0,NA,"lp-a","lC+Vowel"
"1768",96,44,589028,"option_1","짧나",5,"lC","high","Sonorant","Jalp","na","Jalpna",NA,1,1,0,0,"lp-n","lC+Sonorant"
"1769",23,72,589028,"option_1","찍어",5,"C","low","Vowel","Jik","v","Jikv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1770",147,68,589028,"option_1","찍나",5,"C","low","Sonorant","Jik","na","Jikna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1771",57,176,589028,"option_2","찍다",5,"C","low","Obstruent","Jik","ta","Jikta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1772",10,173,589028,"option_1","착나",1,"C","nonce","Sonorant","Cak","na","Cakna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1773",155,114,589028,"option_1","착아",1,"C","nonce","Vowel","Cak","a","Caka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"1774",178,1,589028,"option_2","착다",1,"C","nonce","Obstruent","Cak","ta","Cakta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1775",1,82,589028,"option_1","톱아",1,"C","nonce","Vowel","Top","a","Topa",0,NA,NA,NA,NA,"p-a","C+Vowel"
"1776",70,120,589028,"option_2","톱다",1,"C","nonce","Obstruent","Top","ta","Topta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1777",106,62,589028,"option_1","톱나",1,"C","nonce","Sonorant","Top","na","Topna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1778",78,98,589028,"option_5","핥나",5,"lC","low","Sonorant","halT","na","halTna",NA,0,0,1,1,"lT-n","lC+Sonorant"
"1779",127,60,589028,"option_3","핥다",5,"lC","low","Obstruent","halT","ta","halTta",1,NA,0,1,NA,"lT-t","lC+Obstruent"
"1780",43,29,589028,"option_1","핥아",5,"lC","low","Vowel","halT","a","halTa",0,NA,0,0,NA,"lT-a","lC+Vowel"
"1781",165,22,589028,"option_3","훑다",5,"lC","low","Obstruent","hulT","ta","hulTta",1,NA,0,1,NA,"lT-t","lC+Obstruent"
"1782",45,144,589028,"option_4","훑나",5,"lC","low","Sonorant","hulT","na","hulTna",NA,0,0,1,0,"lT-n","lC+Sonorant"
"1783",128,126,589028,"option_1","훑어",5,"lC","low","Vowel","hulT","v","hulTv",0,NA,0,0,NA,"lT-v","lC+Vowel"
"1784",77,45,594939,"option_2","갉다",5,"lC","low","Obstruent","kalk","ta","kalkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"1785",19,166,594939,"option_1","갉아",5,"lC","low","Vowel","kalk","a","kalka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"1786",89,9,594939,"option_2","갉나",5,"lC","low","Sonorant","kalk","na","kalkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1787",34,86,594939,"option_1","겊어",1,"C","nonce","Vowel","kvP","v","kvPv",0,NA,NA,NA,NA,"P-v","C+Vowel"
"1788",140,43,594939,"option_1","겊나",1,"C","nonce","Sonorant","kvP","na","kvPna",NA,1,NA,NA,NA,"P-n","C+Sonorant"
"1789",178,142,594939,"option_2","겊다",1,"C","nonce","Obstruent","kvP","ta","kvPta",1,NA,NA,NA,NA,"P-t","C+Obstruent"
"1790",91,88,594939,"option_2","겳다",1,"lC","nonce","Obstruent","kjvlp","ta","kjvlpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"1791",60,21,594939,"option_1","겳어",1,"lC","nonce","Vowel","kjvlp","v","kjvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"1792",131,140,594939,"option_6","겳나",1,"lC","nonce","Sonorant","kjvlp","na","kjvlpna",NA,1,0,0,0,"lp-n","lC+Sonorant"
"1793",30,62,594939,"option_2","굵다",5,"lC","high","Obstruent","kulk","ta","kulkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"1794",164,170,594939,"option_2","굵나",5,"lC","high","Sonorant","kulk","na","kulkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1795",122,93,594939,"option_1","굵어",5,"lC","high","Vowel","kulk","v","kulkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1796",172,104,594939,"option_1","긁어",4,"lC","low","Vowel","kxlk","v","kxlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1797",119,34,594939,"option_2","긁다",4,"lC","low","Obstruent","kxlk","ta","kxlkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"1798",121,15,594939,"option_1","긁나",4,"lC","low","Sonorant","kxlk","na","kxlkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"1799",83,65,594939,"option_6","긆나",1,"lC","nonce","Sonorant","kxlP","na","kxlPna",NA,1,0,0,0,"lP-n","lC+Sonorant"
"1800",22,121,594939,"option_2","긆다",1,"lC","nonce","Obstruent","kxlP","ta","kxlPta",1,NA,0,0,NA,"lP-t","lC+Obstruent"
"1801",63,120,594939,"option_1","긆어",1,"lC","nonce","Vowel","kxlP","v","kxlPv",0,NA,0,0,NA,"lP-v","lC+Vowel"
"1802",102,84,594939,"option_2","낡나",5,"lC","high","Sonorant","nalk","na","nalkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1803",80,69,594939,"option_2","낡다",5,"lC","high","Obstruent","nalk","ta","nalkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"1804",114,83,594939,"option_1","낡아",5,"lC","high","Vowel","nalk","a","nalka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"1805",50,85,594939,"option_6","낣나",1,"lC","nonce","Sonorant","nalp","na","nalpna",NA,1,0,0,0,"lp-n","lC+Sonorant"
"1806",128,91,594939,"option_1","낣아",1,"lC","nonce","Vowel","nalp","a","nalpa",0,NA,0,0,NA,"lp-a","lC+Vowel"
"1807",177,54,594939,"option_2","낣다",1,"lC","nonce","Obstruent","nalp","ta","nalpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"1808",118,51,594939,"option_1","냍나",1,"C","nonce","Sonorant","neT","na","neTna",NA,1,NA,NA,NA,"T-n","C+Sonorant"
"1809",113,10,594939,"option_2","냍다",1,"C","nonce","Obstruent","neT","ta","neTta",1,NA,NA,NA,NA,"T-t","C+Obstruent"
"1810",51,26,594939,"option_1","냍어",1,"C","nonce","Vowel","neT","v","neTv",0,NA,NA,NA,NA,"T-v","C+Vowel"
"1811",74,137,594939,"option_2","넓다",5,"lC","high","Obstruent","nvlp","ta","nvlpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"1812",100,116,594939,"option_6","넓나",5,"lC","high","Sonorant","nvlp","na","nvlpna",NA,1,0,0,0,"lp-n","lC+Sonorant"
"1813",124,55,594939,"option_1","넓어",5,"lC","high","Vowel","nvlp","v","nvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"1814",179,19,594939,"option_1","눅어",1,"C","nonce","Vowel","nuk","v","nukv",0,NA,NA,NA,NA,"k-v","C+Vowel"
"1815",93,76,594939,"option_1","눅나",1,"C","nonce","Sonorant","nuk","na","nukna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1816",180,20,594939,"option_2","눅다",1,"C","nonce","Obstruent","nuk","ta","nukta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1817",134,58,594939,"option_1","늙나",5,"lC","high","Sonorant","nxlk","na","nxlkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"1818",37,24,594939,"option_2","늙다",5,"lC","high","Obstruent","nxlk","ta","nxlkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"1819",106,172,594939,"option_1","늙어",5,"lC","high","Vowel","nxlk","v","nxlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1820",66,125,594939,"option_1","덟어",1,"lC","nonce","Vowel","tvlp","v","tvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"1821",171,89,594939,"option_6","덟나",1,"lC","nonce","Sonorant","tvlp","na","tvlpna",NA,1,0,0,0,"lp-n","lC+Sonorant"
"1822",27,18,594939,"option_2","덟다",1,"lC","nonce","Obstruent","tvlp","ta","tvlpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"1823",14,155,594939,"option_1","독나",1,"C","nonce","Sonorant","tok","na","tokna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1824",52,105,594939,"option_1","독아",1,"C","nonce","Vowel","tok","a","toka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"1825",125,17,594939,"option_2","독다",1,"C","nonce","Obstruent","tok","ta","tokta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1826",144,141,594939,"option_1","둡어",1,"C","nonce","Vowel","tup","v","tupv",0,NA,NA,NA,NA,"p-v","C+Vowel"
"1827",160,79,594939,"option_2","둡다",1,"C","nonce","Obstruent","tup","ta","tupta",1,NA,NA,NA,NA,"p-t","C+Obstruent"
"1828",117,31,594939,"option_1","둡나",1,"C","nonce","Sonorant","tup","na","tupna",NA,1,NA,NA,NA,"p-n","C+Sonorant"
"1829",123,14,594939,"option_2","듥다",1,"lC","nonce","Obstruent","txlk","ta","txlkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"1830",65,37,594939,"option_1","듥어",1,"lC","nonce","Vowel","txlk","v","txlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1831",176,27,594939,"option_2","듥나",1,"lC","nonce","Sonorant","txlk","na","txlkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1832",1,103,594939,"option_1","떫어",5,"lC","low","Vowel","dvlp","v","dvlpv",0,NA,0,0,NA,"lp-v","lC+Vowel"
"1833",21,95,594939,"option_2","떫다",5,"lC","low","Obstruent","dvlp","ta","dvlpta",1,NA,0,0,NA,"lp-t","lC+Obstruent"
"1834",5,169,594939,"option_2","떫나",5,"lC","low","Sonorant","dvlp","na","dvlpna",NA,0,0,0,0,"lp-n","lC+Sonorant"
"1835",56,154,594939,"option_1","막나",5,"C","high","Sonorant","mak","na","makna",NA,1,NA,NA,NA,"k-n","C+Sonorant"
"1836",18,133,594939,"option_2","막다",5,"C","high","Obstruent","mak","ta","makta",1,NA,NA,NA,NA,"k-t","C+Obstruent"
"1837",9,72,594939,"option_1","막아",5,"C","high","Vowel","mak","a","maka",0,NA,NA,NA,NA,"k-a","C+Vowel"
"1838",3,153,594939,"option_1","맑나",5,"lC","high","Sonorant","malk","na","malkna",NA,1,1,0,0,"lk-n","lC+Sonorant"
"1839",166,46,594939,"option_2","맑다",5,"lC","high","Obstruent","malk","ta","malkta",1,NA,0,0,NA,"lk-t","lC+Obstruent"
"1840",54,28,594939,"option_1","맑아",5,"lC","high","Vowel","malk","a","malka",0,NA,0,0,NA,"lk-a","lC+Vowel"
"1841",12,161,594939,"option_2","멁나",1,"lC","nonce","Sonorant","mvlk","na","mvlkna",NA,0,0,0,0,"lk-n","lC+Sonorant"
"1842",20,152,594939,"option_1","멁어",1,"lC","nonce","Vowel","mvlk","v","mvlkv",0,NA,0,0,NA,"lk-v","lC+Vowel"
"1843",8,162,594939,"option_1","멁다",1,"lC","nonce","Obstruent","mvlk","ta","mvlkta",0,NA,0,0,NA,"lk-t","lC+Obstruent"
"1844",132,22,594939,"option_1","묵어",3,"C","low","Vowel","muk","v","mukv",0,NA,NA,NA,NA,"k-v","C+Vowel"
